id,user_stage,direction,goal,timeline,experience,available_days,difficulty,previous_goals_count,completed_goals_count,pathway_type,total_duration,num_phases,total_steps
RIPPLE_0619,University Student,Build a Startup,Build SaaS Tool,1 Month,Intermediate (1-2 years relevant experience),Tue;Thu;Sat;Sun,Hard,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0620,Changing Careers,Switch Industry,Software Engineering Bootcamp to Job,1 Week,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri,Easy,1,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0621,Just Graduated,Freelance,Content Creation & Personal Brand,1 Month,Beginner (No prior background),Mon;Wed;Fri;Sat,Hard,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0622,Just Graduated,Freelance,Content Creation & Personal Brand,1 Month,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri,Moderate,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0623,Working,Change Careers,Transition from Non-Tech to Tech,6 Months,Beginner (Basic theory / introductory coursework),Tue;Thu;Sat;Sun,Intensive,1,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0624,Building My Own Thing,Small Business,Local Service Agency Launch,1 Month,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri,Moderate,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0625,High School,University,Top Tier CS University Admissions,6 Months,Intermediate (1-2 years relevant experience),Mon;Wed;Fri;Sat,Intensive,2,2,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0626,Changing Careers,Switch Industry,Software Engineering Bootcamp to Job,6 Months,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri;Sat,Intensive,3,3,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0627,High School,Learn a Skill,Mobile App Development,1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0628,Working,Grow in My Career,Promotion to Senior Engineer,6 Months,"Advanced (3+ years experience, looking to level up)",Sat;Sun,Easy,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0629,Working,Change Careers,Transition from Non-Tech to Tech,1 Week,Intermediate (1-2 years relevant experience),Mon;Wed;Fri;Sat,Moderate,2,2,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0630,Working,Higher Salary,Market Benchmark & Negotiation,6 Months,"Advanced (3+ years experience, looking to level up)",Sat;Sun,Easy,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0631,Entrepreneur,Grow My Business,Product Hunt Launch to #1 Product of Day,6 Months,Beginner (No prior background),Sat;Sun,Easy,2,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0632,Entrepreneur,Grow My Business,Product Hunt Launch to #1 Product of Day,1 Month,Beginner (No prior background),Mon;Wed;Fri,Hard,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0633,Changing Careers,Learn New Skills,Machine Learning Fundamentals,1 Week,Intermediate (1-2 years relevant experience),Sat;Sun,Hard,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0634,High School,Learn a Skill,Full-Stack Web Basics,1 Week,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri;Sat,Moderate,2,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0635,Building My Own Thing,Small Business,E-commerce Brand to $5k MRR,1 Month,Intermediate (Built 1-2 small projects / self-taught),Tue;Thu;Sat;Sun,Hard,3,2,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0636,Working,Grow in My Career,Lead Cross-Functional Team,3 Months,Intermediate (1-2 years relevant experience),Mon;Wed;Fri,Hard,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0637,Just Graduated,Higher Studies,Graduate School Applications,1 Week,Intermediate (1-2 years relevant experience),Tue;Thu;Sat;Sun,Moderate,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0638,University Student,Higher Studies,Research Fellowship Application,1 Week,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri;Sat,Intensive,1,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0639,High School,Learn a Skill,Mobile App Development,1 Month,Intermediate (1-2 years relevant experience),Sat;Sun,Hard,3,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0640,University Student,Higher Studies,Research Fellowship Application,6 Months,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri,Hard,2,2,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0641,High School,Start Working,Entry-level Internship,3 Months,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri;Sat,Hard,3,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0642,High School,Learn a Skill,Full-Stack Web Basics,1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri;Sat,Hard,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0643,Just Graduated,Find a Job,Entry Level Software Engineer,3 Months,"Advanced (3+ years experience, looking to level up)",Sat;Sun,Moderate,2,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0644,Changing Careers,Switch Industry,Data Science Career Pivot,3 Months,Intermediate (Built 1-2 small projects / self-taught),Tue;Thu;Sat;Sun,Moderate,3,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0645,University Student,Freelance,Build Client Portfolio,1 Month,Intermediate (1-2 years relevant experience),Mon;Wed;Fri;Sat,Hard,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0646,Building My Own Thing,Small Business,Local Service Agency Launch,6 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,3,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0647,Just Graduated,Freelance,Full-time Freelance Agency,3 Months,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Intensive,1,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0648,High School,University,Scholarship Strategy,1 Month,"Advanced (3+ years experience, looking to level up)",Tue;Thu;Sat;Sun,Moderate,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0649,Changing Careers,Learn New Skills,Modern Full-Stack Javascript/Python,1 Week,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri;Sat,Intensive,3,2,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0650,Building My Own Thing,Small Business,Local Service Agency Launch,6 Months,Intermediate (Built 1-2 small projects / self-taught),Tue;Thu;Sat;Sun,Easy,2,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0651,Just Graduated,Freelance,Content Creation & Personal Brand,6 Months,Intermediate (1-2 years relevant experience),Mon;Wed;Fri;Sat,Hard,3,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0652,High School,Learn a Skill,Mobile App Development,3 Months,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri,Intensive,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0653,Working,Higher Salary,Target FAANG / Tier 1 Tech Offer,1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri,Intensive,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0654,Entrepreneur,Grow My Business,Hire First 3 Core Engineers,6 Months,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Hard,2,2,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0655,University Student,Get a Job,Frontend Development,3 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri,Intensive,2,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0656,University Student,Get a Job,Cybersecurity Analyst,3 Months,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Easy,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0657,Changing Careers,Learn New Skills,Cloud & DevOps (AWS/Docker),6 Months,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Hard,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0658,Entrepreneur,Grow My Business,Scale Revenue by 50%,1 Week,Beginner (Basic theory / introductory coursework),Sat;Sun,Hard,1,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0659,University Student,Build a Startup,Build SaaS Tool,6 Months,Intermediate (Built 1-2 small projects / self-taught),Tue;Thu;Sat;Sun,Easy,2,2,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0660,Entrepreneur,Find Investors,Raise $250k Pre-Seed,3 Months,Intermediate (Built 1-2 small projects / self-taught),Tue;Thu;Sat;Sun,Hard,2,2,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0661,University Student,Higher Studies,Research Fellowship Application,3 Months,Intermediate (1-2 years relevant experience),Tue;Thu;Sat;Sun,Intensive,1,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0662,Just Graduated,Freelance,Full-time Freelance Agency,1 Month,"Advanced (3+ years experience, looking to level up)",Sat;Sun,Easy,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0663,University Student,Freelance,Build Client Portfolio,3 Months,Intermediate (Built 1-2 small projects / self-taught),Sat;Sun,Moderate,2,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0664,Building My Own Thing,Startup,B2B SaaS to First 10 Customers,1 Month,Beginner (Basic theory / introductory coursework),Tue;Thu;Sat;Sun,Moderate,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0665,University Student,Freelance,Earn First $1k Freelancing,1 Week,Beginner (No prior background),Sat;Sun,Easy,3,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0666,Entrepreneur,Find Investors,Create Investor Pitch Deck & Data Room,1 Week,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri,Easy,2,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0667,Changing Careers,Switch Industry,Data Science Career Pivot,1 Month,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri,Hard,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0668,Just Graduated,Freelance,Content Creation & Personal Brand,3 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,1,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0669,University Student,Get a Job,UI/UX Design,1 Month,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri;Sat,Hard,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0670,Building My Own Thing,Startup,B2B SaaS to First 10 Customers,6 Months,Intermediate (Built 1-2 small projects / self-taught),Sat;Sun,Moderate,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0671,Just Graduated,Higher Studies,Scholarship Hunt,6 Months,Beginner (Basic theory / introductory coursework),Sat;Sun,Moderate,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0672,Entrepreneur,Grow My Business,Scale Revenue by 50%,6 Months,Beginner (No prior background),Sat;Sun,Moderate,2,2,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0673,High School,Learn a Skill,Full-Stack Web Basics,6 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Intensive,2,2,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0674,Entrepreneur,Grow My Business,Scale Revenue by 50%,1 Week,Intermediate (1-2 years relevant experience),Mon;Wed;Fri;Sat,Hard,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0675,Building My Own Thing,Small Business,E-commerce Brand to $5k MRR,6 Months,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri,Easy,1,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0676,Building My Own Thing,Startup,B2B SaaS to First 10 Customers,3 Months,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri;Sat,Hard,3,3,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0677,High School,Learn a Skill,Mobile App Development,6 Months,Intermediate (1-2 years relevant experience),Mon;Wed;Fri;Sat,Hard,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0678,Working,Better Work-Life Balance,Daily Routine Reset,1 Month,Beginner (No prior background),Mon;Wed;Fri,Easy,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0679,Entrepreneur,Find Investors,Create Investor Pitch Deck & Data Room,1 Week,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Intensive,2,2,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0680,Building My Own Thing,Small Business,Local Service Agency Launch,1 Month,Intermediate (Built 1-2 small projects / self-taught),Sat;Sun,Intensive,2,2,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0681,Working,Grow in My Career,Lead Cross-Functional Team,6 Months,Intermediate (Built 1-2 small projects / self-taught),Sat;Sun,Intensive,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0682,Changing Careers,Learn New Skills,Modern Full-Stack Javascript/Python,1 Month,Intermediate (1-2 years relevant experience),Mon;Wed;Fri;Sat,Intensive,2,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0683,Changing Careers,Learn New Skills,Modern Full-Stack Javascript/Python,6 Months,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0684,Working,Higher Salary,Target FAANG / Tier 1 Tech Offer,6 Months,"Advanced (3+ years experience, looking to level up)",Tue;Thu;Sat;Sun,Hard,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0685,Changing Careers,Switch Industry,Software Engineering Bootcamp to Job,3 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri,Easy,2,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0686,High School,Learn a Skill,Python for Data Analysis,1 Week,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri;Sat,Moderate,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0687,Building My Own Thing,Startup,Mobile App with 10k Downloads,1 Week,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri,Moderate,2,2,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0688,High School,University,Scholarship Strategy,6 Months,"Advanced (3+ years experience, looking to level up)",Tue;Thu;Sat;Sun,Easy,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0689,Changing Careers,Switch Industry,Product Management Transition,1 Week,Beginner (Basic theory / introductory coursework),Sat;Sun,Hard,2,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0690,Just Graduated,Higher Studies,Statement of Purpose & Reference Letters,1 Week,"Advanced (3+ years experience, looking to level up)",Tue;Thu;Sat;Sun,Moderate,2,2,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0691,Changing Careers,Switch Industry,Data Science Career Pivot,1 Week,"Advanced (3+ years experience, looking to level up)",Tue;Thu;Sat;Sun,Hard,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0692,Changing Careers,Learn New Skills,Cloud & DevOps (AWS/Docker),1 Month,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri,Easy,2,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0693,Just Graduated,Higher Studies,Scholarship Hunt,3 Months,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri,Intensive,1,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0694,Changing Careers,Learn New Skills,Machine Learning Fundamentals,6 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Intensive,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0695,Changing Careers,Switch Industry,Product Management Transition,6 Months,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri;Sat,Moderate,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0696,High School,University,Scholarship Strategy,1 Month,Intermediate (1-2 years relevant experience),Tue;Thu;Sat;Sun,Hard,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0697,Working,Change Careers,Transition from Non-Tech to Tech,1 Month,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri;Sat,Easy,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0698,Changing Careers,Learn New Skills,Cloud & DevOps (AWS/Docker),1 Week,Beginner (Basic theory / introductory coursework),Tue;Thu;Sat;Sun,Moderate,1,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0699,Building My Own Thing,Startup,AI Micro-SaaS Launch,1 Week,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri,Easy,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0700,High School,Start Working,Retail / Admin Experience,1 Week,Intermediate (1-2 years relevant experience),Mon;Wed;Fri,Hard,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0701,Working,Change Careers,Transition from Non-Tech to Tech,1 Week,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri;Sat;Sun,Easy,2,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0702,Changing Careers,Switch Industry,Product Management Transition,3 Months,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri,Intensive,1,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0703,Just Graduated,Find a Job,Junior Product Manager,1 Month,Intermediate (Built 1-2 small projects / self-taught),Sat;Sun,Intensive,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0704,Working,Higher Salary,Market Benchmark & Negotiation,3 Months,"Advanced (3+ years experience, looking to level up)",Sat;Sun,Intensive,1,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0705,High School,Learn a Skill,Mobile App Development,3 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri,Easy,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0706,Entrepreneur,Find Investors,Raise $250k Pre-Seed,3 Months,"Advanced (3+ years experience, looking to level up)",Tue;Thu;Sat;Sun,Intensive,2,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0707,Entrepreneur,Grow My Business,Hire First 3 Core Engineers,1 Week,Intermediate (1-2 years relevant experience),Tue;Thu;Sat;Sun,Hard,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0708,Entrepreneur,Find Investors,Create Investor Pitch Deck & Data Room,1 Month,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri,Intensive,2,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0709,Entrepreneur,Grow My Business,Hire First 3 Core Engineers,6 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri,Intensive,1,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0710,High School,Learn a Skill,Mobile App Development,3 Months,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri,Easy,1,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0711,University Student,Freelance,Top Rated Freelancer on Upwork,3 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri,Easy,1,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0712,Entrepreneur,Grow My Business,Hire First 3 Core Engineers,6 Months,Intermediate (1-2 years relevant experience),Tue;Thu;Sat;Sun,Moderate,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0713,Entrepreneur,Grow My Business,Hire First 3 Core Engineers,1 Month,Beginner (No prior background),Tue;Thu;Sat;Sun,Intensive,1,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0714,University Student,Get a Job,UI/UX Design,1 Month,Beginner (No prior background),Mon;Wed;Fri;Sat,Intensive,2,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0715,Changing Careers,Learn New Skills,Machine Learning Fundamentals,1 Week,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0716,University Student,Freelance,Build Client Portfolio,6 Months,Beginner (No prior background),Mon;Wed;Fri,Moderate,1,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0717,Building My Own Thing,Small Business,Local Service Agency Launch,1 Month,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0718,Working,Change Careers,Transition from QA to Dev,1 Month,Beginner (No prior background),Tue;Thu;Sat;Sun,Hard,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0719,Working,Change Careers,Transition from QA to Dev,6 Months,Beginner (No prior background),Sat;Sun,Easy,1,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0720,Building My Own Thing,Small Business,Local Service Agency Launch,3 Months,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Easy,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
